# spanwise profile  label=P1  x=20  z=0.35  t=33.2  n=97
# y(m) U_x U_y U_z valid
 0  nan  nan  nan 0
 0.00520833349  nan  nan  nan 0
 0.010416667  nan  nan  nan 0
 0.015625  nan  nan  nan 0
 0.020833334  nan  nan  nan 0
 0.026041666  nan  nan  nan 0
 0.03125  nan  nan  nan 0
 0.0364583321  nan  nan  nan 0
 0.0416666679  nan  nan  nan 0
 0.046875  nan  nan  nan 0
 0.0520833321  nan  nan  nan 0
 0.0572916679  nan  nan  nan 0
 0.0625  nan  nan  nan 0
 0.0677083358  nan  nan  nan 0
 0.0729166642  nan  nan  nan 0
 0.078125  nan  nan  nan 0
 0.0833333358  nan  nan  nan 0
 0.0885416642  nan  nan  nan 0
 0.09375  nan  nan  nan 0
 0.0989583358  nan  nan  nan 0
 0.104166664  nan  nan  nan 0
 0.109375  nan  nan  nan 0
 0.114583336  nan  nan  nan 0
 0.119791664  nan  nan  nan 0
 0.125  nan  nan  nan 0
 0.130208328  nan  nan  nan 0
 0.135416672  nan  nan  nan 0
 0.140625  nan  nan  nan 0
 0.145833328  nan  nan  nan 0
 0.151041672  nan  nan  nan 0
 0.15625  nan  nan  nan 0
 0.161458328  nan  nan  nan 0
 0.166666672  nan  nan  nan 0
 0.171875  nan  nan  nan 0
 0.177083328  nan  nan  nan 0
 0.182291672  nan  nan  nan 0
 0.1875  nan  nan  nan 0
 0.192708328  nan  nan  nan 0
 0.197916672  nan  nan  nan 0
 0.203125  nan  nan  nan 0
 0.208333328  nan  nan  nan 0
 0.213541672  nan  nan  nan 0
 0.21875  nan  nan  nan 0
 0.223958328  nan  nan  nan 0
 0.229166672  nan  nan  nan 0
 0.234375  nan  nan  nan 0
 0.239583328  nan  nan  nan 0
 0.244791672  nan  nan  nan 0
 0.25  nan  nan  nan 0
 0.255208343  nan  nan  nan 0
 0.260416657  nan  nan  nan 0
 0.265625  nan  nan  nan 0
 0.270833343  nan  nan  nan 0
 0.276041657  nan  nan  nan 0
 0.28125  nan  nan  nan 0
 0.286458343  nan  nan  nan 0
 0.291666657  nan  nan  nan 0
 0.296875  nan  nan  nan 0
 0.302083343  nan  nan  nan 0
 0.307291657  nan  nan  nan 0
 0.3125  nan  nan  nan 0
 0.317708343  nan  nan  nan 0
 0.322916657  nan  nan  nan 0
 0.328125  nan  nan  nan 0
 0.333333343  nan  nan  nan 0
 0.338541657  nan  nan  nan 0
 0.34375  nan  nan  nan 0
 0.348958343  nan  nan  nan 0
 0.354166657  nan  nan  nan 0
 0.359375  nan  nan  nan 0
 0.364583343  nan  nan  nan 0
 0.369791657  nan  nan  nan 0
 0.375  nan  nan  nan 0
 0.380208343  nan  nan  nan 0
 0.385416657  nan  nan  nan 0
 0.390625  nan  nan  nan 0
 0.395833343  nan  nan  nan 0
 0.401041657  nan  nan  nan 0
 0.40625  nan  nan  nan 0
 0.411458343  nan  nan  nan 0
 0.416666657  nan  nan  nan 0
 0.421875  nan  nan  nan 0
 0.427083343  nan  nan  nan 0
 0.432291657  nan  nan  nan 0
 0.4375  nan  nan  nan 0
 0.442708343  nan  nan  nan 0
 0.447916657  nan  nan  nan 0
 0.453125  nan  nan  nan 0
 0.458333343  nan  nan  nan 0
 0.463541657  nan  nan  nan 0
 0.46875  nan  nan  nan 0
 0.473958343  nan  nan  nan 0
 0.479166657  nan  nan  nan 0
 0.484375  nan  nan  nan 0
 0.489583343  nan  nan  nan 0
 0.494791657  nan  nan  nan 0
 0.5  nan  nan  nan 0
